DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT
            TIME	TIME	ANG_X	ANG_Y	ANG_Z	VEL_X	VEL_Y	VEL_Z	ACC_X	ACC_Y	ACC_Z
            FRAME_NUMBERS	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
            ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
        ITEM	0	0	x	x	x	x	x	x	x	x	x
1 36.69 3669 69.140 -4.186 -6.964 -2.303 -1.020 -0.744 -7.521 -2.653 7.907
1 36.70 3670 67.791 -4.701 -7.377 -2.354 -0.898 -0.720 -5.144 12.195 2.333
1 36.71 3671 66.499 -4.960 -7.783 -2.256 -0.453 -0.709 9.797 44.417 1.144
1 36.72 3672 65.299 -4.961 -8.214 -2.093 -0.002 -0.751 16.328 45.173 -4.245
1 36.73 3673 63.121 -4.359 -8.760 -3.801 1.051 -0.953 -170.802 105.237 -20.189
1 36.74 3674 62.202 -3.804 -9.043 -1.604 0.969 -0.494 219.694 -8.154 45.921
1 36.75 3675 61.336 -3.238 -9.330 -1.512 0.988 -0.502 9.203 1.861 -0.781
1 36.76 3676 60.474 -2.774 -9.658 -1.504 0.810 -0.572 0.799 -17.807 -6.992
1 36.77 3677 59.583 -2.489 -10.022 -1.555 0.498 -0.636 -5.087 -31.197 -6.380
1 36.78 3678 58.620 -2.410 -10.421 -1.681 0.139 -0.695 -12.631 -35.892 -5.983
1 36.79 3679 57.588 -2.520 -10.839 -1.801 -0.192 -0.731 -11.961 -33.044 -3.561
1 36.80 3680 55.305 -3.147 -11.681 -3.985 -1.096 -1.470 -218.370 -90.397 -73.856
1 36.81 3681 54.070 -3.554 -12.067 -2.156 -0.710 -0.673 182.889 38.565 79.669
1 36.82 3682 52.793 -3.936 -12.453 -2.228 -0.667 -0.675 -7.275 4.352 -0.167
1 36.83 3683 51.502 -4.221 -12.788 -2.253 -0.497 -0.584 -2.465 16.930 9.066
1 36.84 3684 50.248 -4.377 -13.039 -2.190 -0.273 -0.438 6.315 22.462 14.547
1 36.85 3685 49.064 -4.401 -13.219 -2.066 -0.041 -0.314 12.413 23.113 12.455
1 36.86 3686 47.957 -4.305 -13.346 -1.932 0.167 -0.222 13.393 20.871 9.153
1 36.87 3687 47.026 -3.952 -13.396 -1.626 0.616 -0.087 30.577 44.912 13.522
1 36.88 3688 44.751 -3.792 -13.732 -3.969 0.279 -0.586 -234.320 -33.701 -49.880
1 36.89 3689 43.614 -3.670 -13.907 -1.985 0.212 -0.305 198.449 -6.719 28.093
1 36.90 3690 42.409 -3.619 -14.135 -2.103 0.089 -0.400 -11.817 -12.300 -9.454
1 36.91 3691 41.117 -3.645 -14.431 -2.255 -0.044 -0.515 -15.159 -13.351 -11.548
1 36.92 3692 39.767 -3.733 -14.800 -2.358 -0.155 -0.644 -10.318 -11.016 -12.950
1 36.93 3693 38.384 -3.853 -15.275 -2.412 -0.209 -0.829 -5.445 -5.485 -18.455
1 36.94 3694 36.992 -4.003 -15.795 -2.431 -0.262 -0.908 -1.848 -5.257 -7.935
1 36.95 3695 34.281 -4.368 -16.869 -4.731 -0.636 -1.873 -230.083 -37.420 -96.484
1 36.96 3696 33.001 -4.530 -17.442 -2.234 -0.283 -1.000 249.749 35.322 87.298
1 36.97 3697 31.780 -4.611 -17.975 -2.132 -0.142 -0.931 10.234 14.057 6.875
1 36.98 3698 30.596 -4.607 -18.443 -2.065 0.007 -0.816 6.629 14.954 11.508
1 36.99 3699 29.436 -4.528 -18.828 -2.025 0.139 -0.672 4.036 13.155 14.477
1 37.00 3700 28.282 -4.373 -19.141 -2.014 0.269 -0.547 1.103 13.060 12.513
1 37.01 3701 27.116 -4.149 -19.354 -2.034 0.391 -0.371 -2.027 12.167 17.507
1 37.02 3702 25.890 -3.946 -19.523 -2.141 0.355 -0.295 -10.633 -3.649 7.679
1 37.03 3703 23.480 -3.361 -19.663 -4.207 1.021 -0.245 -206.605 66.604 4.927
1 37.04 3704 22.221 -3.099 -19.759 -2.198 0.458 -0.167 200.898 -56.297 7.844
1 37.05 3705 20.907 -2.877 -19.875 -2.293 0.388 -0.202 -9.511 -6.925 -3.487
1 37.06 3706 19.548 -2.703 -20.020 -2.372 0.304 -0.253 -7.958 -8.476 -5.137
1 37.07 3707 18.140 -2.573 -20.206 -2.457 0.227 -0.325 -8.451 -7.635 -7.178
1 37.08 3708 16.678 -2.483 -20.462 -2.551 0.156 -0.446 -9.447 -7.146 -12.156
1 37.09 3709 15.065 -2.495 -20.790 -2.816 -0.020 -0.573 -26.485 -17.567 -12.661
1 37.10 3710 12.167 -2.323 -21.548 -5.058 0.299 -1.323 -224.200 31.935 -74.980
1 37.11 3711 10.713 -2.266 -21.977 -2.538 0.100 -0.749 252.059 -19.952 57.379
1 37.12 3712 9.336 -2.181 -22.377 -2.403 0.147 -0.698 13.419 4.734 5.158
1 37.13 3713 8.023 -2.048 -22.727 -2.291 0.233 -0.611 11.196 8.618 8.627
1 37.14 3714 6.765 -1.863 -23.062 -2.194 0.322 -0.584 9.693 8.811 2.705
1 37.15 3715 5.557 -1.670 -23.377 -2.109 0.338 -0.550 8.507 1.660 3.400
1 37.16 3716 4.470 -1.502 -23.726 -1.896 0.293 -0.609 21.340 -4.515 -5.900
1 37.17 3717 2.362 -0.989 -24.074 -3.679 0.895 -0.607 -178.308 60.163 0.221
1 37.18 3718 1.520 -0.685 -24.185 -1.471 0.530 -0.195 220.805 -36.467 41.244
1 37.19 3719 0.796 -0.402 -24.267 -1.263 0.495 -0.143 20.833 -3.468 5.141
1 37.20 3720 0.176 -0.153 -24.342 -1.082 0.434 -0.131 18.044 -6.171 1.246
1 37.21 3721 -0.340 0.075 -24.415 -0.900 0.398 -0.126 18.185 -3.543 0.455
1 37.22 3722 -0.792 0.298 -24.529 -0.790 0.390 -0.200 11.069 -0.867 -7.341
1 37.23 3723 -1.178 0.507 -24.707 -0.673 0.364 -0.311 11.696 -2.571 -11.171
1 37.24 3724 -1.877 0.843 -24.992 -1.220 0.588 -0.497 -54.678 22.406 -18.616
1 37.25 3725 -2.174 0.940 -25.063 -0.520 0.169 -0.123 69.975 -41.855 37.454
1 37.26 3726 -2.436 0.999 -25.126 -0.456 0.102 -0.111 6.399 -6.682 1.150
1 37.27 3727 -2.681 1.051 -25.243 -0.428 0.090 -0.204 2.754 -1.219 -9.246
1 37.28 3728 -2.930 1.105 -25.428 -0.434 0.094 -0.322 -0.577 0.384 -11.805
1 37.29 3729 -3.186 1.174 -25.596 -0.448 0.120 -0.294 -1.409 2.630 2.760
1 37.30 3730 -3.444 1.246 -25.756 -0.450 0.125 -0.278 -0.194 0.501 1.615
1 37.31 3731 -3.530 1.375 -25.849 -0.149 0.225 -0.163 30.086 9.958 11.485
1 37.32 3732 -3.994 1.521 -26.043 -0.810 0.256 -0.338 -66.101 3.107 -17.446
1 37.33 3733 -4.090 1.630 -26.158 -0.168 0.190 -0.202 64.248 -6.560 13.593
1 37.34 3734 -4.176 1.720 -26.261 -0.150 0.156 -0.179 1.800 -3.452 2.283
1 37.35 3735 -4.225 1.779 -26.383 -0.086 0.103 -0.213 6.402 -5.336 -3.446
1 37.36 3736 -4.242 1.804 -26.547 -0.030 0.044 -0.286 5.549 -5.855 -7.303
1 37.37 3737 -4.240 1.804 -26.676 0.005 0.000 -0.224 3.504 -4.380 6.236
1 37.38 3738 -4.173 1.811 -26.647 0.116 0.012 0.050 11.110 1.202 27.452
1 37.39 3739 -4.194 1.815 -26.870 -0.036 0.007 -0.390 -15.238 -0.542 -44.020
1 37.40 3740 -4.201 1.821 -26.877 -0.013 0.010 -0.011 2.368 0.337 37.839
1 37.41 3741 -4.233 1.834 -26.876 -0.055 0.023 0.002 -4.226 1.296 1.349
1 37.42 3742 -4.297 1.838 -26.908 -0.112 0.007 -0.056 -5.738 -1.612 -5.847
1 37.43 3743 -4.387 1.842 -26.941 -0.156 0.006 -0.058 -4.388 -0.129 -0.197
1 37.44 3744 -4.477 1.846 -26.926 -0.157 0.007 0.026 -0.075 0.137 8.478
1 37.45 3745 -4.547 1.847 -26.869 -0.123 0.003 0.100 3.439 -0.416 7.319
1 37.46 3746 -4.600 1.828 -26.695 -0.092 -0.034 0.303 3.086 -3.677 20.367
1 37.47 3747 -4.598 1.815 -26.579 0.003 -0.022 0.204 9.514 1.184 -9.942
1 37.48 3748 -4.582 1.809 -26.489 0.028 -0.012 0.155 2.466 1.016 -4.836
1 37.49 3749 -4.576 1.789 -26.442 0.009 -0.035 0.083 -1.860 -2.331 -7.265
1 37.50 3750 -4.592 1.763 -26.450 -0.027 -0.044 -0.014 -3.634 -0.869 -9.657
1 37.51 3751 -4.631 1.752 -26.532 -0.069 -0.020 -0.143 -4.215 2.421 -12.888
1 37.52 3752 -4.664 1.748 -26.664 -0.057 -0.008 -0.232 1.237 1.193 -8.918
1 37.53 3753 -4.681 1.773 -26.752 -0.030 0.043 -0.152 2.702 5.103 7.938
1 37.54 3754 -4.625 1.711 -27.257 0.098 -0.108 -0.883 12.818 -15.174 -73.038
1 37.55 3755 -4.583 1.691 -27.481 0.072 -0.034 -0.390 -2.688 7.405 49.269
1 37.56 3756 -4.557 1.666 -27.665 0.047 -0.043 -0.321 -2.467 -0.892 6.871
1 37.57 3757 -4.540 1.639 -27.808 0.030 -0.048 -0.249 -1.717 -0.478 7.253
1 37.58 3758 -4.527 1.610 -27.922 0.021 -0.050 -0.200 -0.869 -0.192 4.897
1 37.59 3759 -4.505 1.583 -27.994 0.038 -0.047 -0.125 1.733 0.282 7.495
1 37.60 3760 -4.499 1.506 -28.051 0.012 -0.135 -0.100 -2.665 -8.747 2.522
1 37.61 3761 -4.401 1.475 -28.053 0.171 -0.054 -0.003 15.946 8.047 9.643
1 37.62 3762 -4.396 1.471 -28.043 0.009 -0.007 0.018 -16.263 4.718 2.122
1 37.63 3763 -4.409 1.489 -28.017 -0.024 0.031 0.044 -3.255 3.781 2.648
1 37.64 3764 -4.409 1.517 -27.999 0.000 0.050 0.031 2.444 1.911 -1.353
1 37.65 3765 -4.404 1.538 -28.011 0.010 0.037 -0.020 0.906 -1.330 -5.049
1 37.66 3766 -4.385 1.553 -28.069 0.033 0.025 -0.102 2.324 -1.189 -8.273
1 37.67 3767 -4.359 1.538 -28.155 0.045 -0.025 -0.151 1.268 -5.023 -4.818
1 37.68 3768 -4.245 1.465 -28.329 0.199 -0.128 -0.304 15.341 -10.231 -15.321
1 37.69 3769 -4.174 1.429 -28.406 0.124 -0.063 -0.134 -7.531 6.423 16.994
1 37.70 3770 -4.096 1.390 -28.482 0.137 -0.068 -0.132 1.305 -0.426 0.222
1 37.71 3771 -4.004 1.342 -28.548 0.161 -0.084 -0.117 2.432 -1.649 1.493
1 37.72 3772 -3.898 1.296 -28.555 0.184 -0.079 -0.011 2.331 0.535 10.529
1 37.73 3773 -3.790 1.247 -28.530 0.189 -0.086 0.043 0.516 -0.753 5.399
1 37.74 3774 -3.688 1.196 -28.491 0.177 -0.089 0.068 -1.226 -0.302 2.537
1 37.75 3775 -3.666 1.119 -28.505 0.038 -0.133 -0.024 -13.873 -4.327 -9.251
1 37.76 3776 -3.432 1.050 -28.403 0.409 -0.121 0.178 37.043 1.162 20.251
1 37.77 3777 -3.321 1.008 -28.370 0.193 -0.073 0.059 -21.559 4.829 -11.920
1 37.78 3778 -3.164 0.944 -28.289 0.274 -0.112 0.141 8.117 -3.911 8.218
1 37.79 3779 -2.937 0.882 -28.200 0.397 -0.108 0.155 12.242 0.344 1.447
1 37.80 3780 -2.666 0.807 -28.163 0.472 -0.132 0.065 7.506 -2.305 -9.081
1 37.81 3781 -2.358 0.723 -28.171 0.538 -0.147 -0.014 6.574 -1.536 -7.886
1 37.82 3782 -2.001 0.628 -28.137 0.623 -0.165 0.060 8.531 -1.833 7.399
1 37.83 3783 -1.249 0.382 -28.185 1.313 -0.429 -0.084 69.017 -26.378 -14.385
1 37.84 3784 -0.836 0.243 -28.110 0.721 -0.243 0.131 -59.229 18.551 21.542
1 37.85 3785 -0.408 0.106 -27.965 0.747 -0.239 0.253 2.614 0.495 12.128
1 37.86 3786 0.041 -0.026 -27.765 0.784 -0.230 0.348 3.679 0.893 9.577
1 37.87 3787 0.526 -0.153 -27.543 0.846 -0.223 0.388 6.249 0.664 3.955
1 37.88 3788 1.050 -0.277 -27.333 0.915 -0.216 0.367 6.916 0.689 -2.092
1 37.89 3789 1.664 -0.422 -27.089 1.071 -0.252 0.425 15.533 -3.594 5.815
1 37.90 3790 2.805 -0.697 -26.969 1.991 -0.480 0.210 92.068 -22.798 -21.523
1 37.91 3791 3.450 -0.834 -26.908 1.127 -0.239 0.105 -86.454 24.060 -10.452
1 37.92 3792 4.119 -0.959 -26.868 1.167 -0.219 0.070 4.004 2.068 -3.572
1 37.93 3793 4.804 -1.094 -26.844 1.195 -0.235 0.042 2.828 -1.619 -2.779
1 37.94 3794 5.491 -1.236 -26.832 1.199 -0.249 0.021 0.370 -1.391 -2.127
1 37.95 3795 6.178 -1.395 -26.839 1.199 -0.277 -0.012 0.038 -2.812 -3.277
1 37.96 3796 6.852 -1.491 -26.802 1.177 -0.168 0.065 -2.242 10.931 7.694
1 37.97 3797 7.535 -1.640 -26.849 1.193 -0.260 -0.081 1.567 -9.247 -14.617
1 37.98 3798 8.983 -1.953 -26.917 2.526 -0.547 -0.118 133.327 -28.687 -3.709
1 37.99 3799 9.765 -2.063 -26.868 1.365 -0.192 0.084 -116.078 35.509 20.248
1 38.00 3800 10.599 -2.170 -26.739 1.456 -0.186 0.226 9.054 0.555 14.186
1 38.01 3801 11.476 -2.273 -26.562 1.532 -0.179 0.308 7.657 0.707 8.252
1 38.02 3802 12.377 -2.378 -26.405 1.571 -0.185 0.275 3.928 -0.530 -3.369
1 38.03 3803 13.254 -2.466 -26.208 1.531 -0.153 0.344 -4.024 3.107 6.893
1 38.04 3804 14.154 -2.509 -25.991 1.571 -0.075 0.379 4.022 7.813 3.576
1 38.05 3805 15.919 -2.719 -25.527 3.080 -0.366 0.809 150.834 -29.063 42.939
1 38.06 3806 16.852 -2.836 -25.352 1.629 -0.203 0.306 -145.096 16.249 -50.316
1 38.07 3807 17.813 -2.982 -25.242 1.677 -0.256 0.192 4.811 -5.240 -11.328
1 38.08 3808 18.813 -3.150 -25.186 1.745 -0.292 0.098 6.827 -3.649 -9.471
1 38.09 3809 19.865 -3.313 -25.140 1.836 -0.286 0.081 9.108 0.674 -1.693
1 38.10 3810 20.961 -3.476 -25.102 1.913 -0.284 0.066 7.631 0.195 -1.442
1 38.11 3811 22.153 -3.592 -25.181 2.081 -0.202 -0.139 16.880 8.148 -20.577
1 38.12 3812 24.323 -3.916 -25.023 3.788 -0.567 0.276 170.624 -36.432 41.537
1 38.13 3813 25.475 -4.038 -24.924 2.010 -0.212 0.174 -177.770 35.492 -10.198
1 38.14 3814 26.674 -4.159 -24.787 2.093 -0.212 0.238 8.284 -0.001 6.428
1 38.15 3815 27.928 -4.282 -24.630 2.189 -0.215 0.274 9.666 -0.373 3.610
1 38.16 3816 29.233 -4.404 -24.468 2.277 -0.212 0.283 8.808 0.331 0.917
1 38.17 3817 30.572 -4.518 -24.290 2.336 -0.200 0.310 5.900 1.205 2.700
1 38.18 3818 31.968 -4.612 -24.175 2.437 -0.163 0.200 10.027 3.717 -11.095
1 38.19 3819 33.271 -4.839 -24.014 2.275 -0.396 0.281 -16.205 -23.367 8.156
1 38.20 3820 35.831 -5.284 -23.546 4.468 -0.776 0.818 219.341 -37.977 53.639
1 38.21 3821 37.118 -5.468 -23.299 2.246 -0.322 0.431 -222.181 45.463 -38.685
1 38.22 3822 38.410 -5.646 -23.034 2.254 -0.311 0.462 0.804 1.064 3.157
1 38.23 3823 39.725 -5.762 -22.736 2.295 -0.202 0.520 4.094 10.925 5.801
1 38.24 3824 41.073 -5.809 -22.424 2.353 -0.083 0.545 5.750 11.921 2.452
1 38.25 3825 42.442 -5.822 -22.098 2.389 -0.022 0.569 3.644 6.050 2.384
1 38.26 3826 43.838 -5.864 -21.863 2.436 -0.073 0.411 4.677 -5.134 -15.733
1 38.27 3827 46.602 -6.046 -21.285 4.824 -0.318 1.009 238.835 -24.467 59.769
1 38.28 3828 47.959 -6.179 -20.940 2.369 -0.232 0.601 -245.511 8.615 -40.789
1 38.29 3829 49.322 -6.330 -20.536 2.378 -0.264 0.705 0.888 -3.171 10.381
1 38.30 3830 50.674 -6.487 -20.105 2.361 -0.275 0.753 -1.715 -1.155 4.765
1 38.31 3831 52.010 -6.643 -19.661 2.332 -0.272 0.775 -2.937 0.322 2.265
1 38.32 3832 53.326 -6.772 -19.203 2.297 -0.226 0.800 -3.422 4.640 2.478
1 38.33 3833 54.547 -6.974 -18.662 2.130 -0.353 0.943 -16.704 -12.712 14.310
1 38.34 3834 57.301 -6.935 -17.725 4.808 0.068 1.637 267.725 42.104 69.382
1 38.35 3835 58.676 -6.924 -17.236 2.400 0.019 0.852 -240.802 -4.955 -78.496
1 38.36 3836 60.022 -6.935 -16.762 2.348 -0.019 0.828 -5.170 -3.792 -2.393
1 38.37 3837 61.387 -7.000 -16.262 2.384 -0.113 0.873 3.603 -9.408 4.454
1 38.38 3838 62.766 -7.161 -15.721 2.406 -0.280 0.944 2.224 -16.725 7.194
1 38.39 3839 64.149 -7.447 -15.201 2.414 -0.499 0.907 0.808 -21.836 -3.766
1 38.40 3840 65.487 -7.979 -14.617 2.335 -0.929 1.020 -7.935 -42.985 11.367
1 38.41 3841 66.862 -8.416 -14.096 2.400 -0.764 0.909 6.484 16.507 -11.146
1 38.42 3842 69.768 -8.952 -13.052 5.072 -0.935 1.822 267.221 -17.168 91.279
1 38.43 3843 71.215 -9.038 -12.455 2.527 -0.151 1.042 -254.520 78.448 -77.983
1 38.44 3844 72.661 -8.951 -11.883 2.523 0.153 0.998 -0.333 30.368 -4.413
1 38.45 3845 74.102 -8.726 -11.326 2.515 0.391 0.973 -0.862 23.853 -2.533
1 38.46 3846 75.528 -8.395 -10.788 2.489 0.578 0.938 -2.537 18.685 -3.419
1 38.47 3847 76.883 -7.998 -10.267 2.364 0.694 0.910 -12.492 11.526 -2.868
1 38.48 3848 78.103 -7.542 -9.588 2.129 0.795 1.186 -23.501 10.104 27.651
1 38.49 3849 80.790 -6.792 -8.616 4.689 1.309 1.696 255.959 51.489 50.942
1 38.50 3850 82.078 -6.374 -7.993 2.249 0.730 1.088 -243.965 -57.934 -60.760
1 38.51 3851 83.329 -5.964 -7.340 2.183 0.715 1.139 -6.598 -1.525 5.120
1 38.52 3852 84.561 -5.571 -6.742 2.149 0.686 1.045 -3.424 -2.869 -9.454
1 38.53 3853 85.770 -5.159 -6.149 2.111 0.719 1.035 -3.835 3.249 -1.009
1 38.54 3854 86.931 -4.712 -5.553 2.026 0.780 1.040 -8.518 6.156 0.572
1 38.55 3855 87.839 -4.119 -4.830 1.585 1.035 1.261 -44.041 25.439 22.099
1 38.56 3856 90.090 -3.045 -4.020 3.929 1.876 1.414 234.393 84.098 15.322
1 38.57 3857 91.074 -2.404 -3.593 1.717 1.119 0.746 -221.199 -75.686 -66.892
1 38.58 3858 92.034 -1.734 -3.183 1.676 1.168 0.715 -4.104 4.973 -3.080
1 38.59 3859 92.985 -1.063 -2.775 1.660 1.171 0.713 -1.649 0.297 -0.200
1 38.60 3860 93.917 -0.390 -2.393 1.626 1.174 0.666 -3.393 0.267 -4.719
1 38.61 3861 94.834 0.276 -2.025 1.601 1.163 0.643 -2.477 -1.111 -2.267
1 38.62 3862 95.524 0.956 -1.408 1.204 1.186 1.077 -39.705 2.286 43.377
1 38.63 3863 96.382 1.585 -0.985 1.498 1.098 0.739 29.376 -8.760 -33.754
1 38.64 3864 98.292 2.832 -0.376 3.334 2.177 1.062 183.657 107.868 32.252
1 38.65 3865 99.095 3.504 -0.072 1.401 1.173 0.531 -193.306 -100.420 -53.045
1 38.66 3866 99.883 4.188 0.170 1.375 1.193 0.423 -2.652 2.051 -10.785
1 38.67 3867 100.638 4.887 0.400 1.318 1.221 0.400 -5.658 2.735 -2.300
1 38.68 3868 101.380 5.574 0.617 1.295 1.200 0.380 -2.310 -2.109 -2.066
1 38.69 3869 101.845 6.330 0.859 0.812 1.318 0.422 -48.251 11.892 4.261
1 38.70 3870 102.554 7.087 0.943 1.237 1.322 0.145 42.484 0.378 -27.692
1 38.71 3871 104.251 8.350 1.070 2.962 2.203 0.223 172.484 88.050 7.794
1 38.72 3872 104.952 8.947 1.202 1.223 1.043 0.230 -173.910 -115.947 0.674
1 38.73 3873 105.642 9.498 1.344 1.204 0.961 0.247 -1.860 -8.201 1.677
1 38.74 3874 106.357 9.954 1.524 1.248 0.795 0.316 4.408 -16.631 6.875
1 38.75 3875 107.068 10.329 1.767 1.240 0.656 0.423 -0.851 -13.889 10.794
1 38.76 3876 107.505 10.730 2.137 0.764 0.699 0.646 -47.591 4.341 22.246
1 38.77 3877 108.173 11.059 2.460 1.166 0.573 0.563 40.174 -12.624 -8.314
1 38.78 3878 109.745 11.796 2.913 2.743 1.287 0.791 157.681 71.334 22.771
1 38.79 3879 110.355 12.257 3.153 1.066 0.804 0.419 -167.682 -48.231 -37.160
1 38.80 3880 110.953 12.736 3.344 1.043 0.837 0.334 -2.258 3.319 -8.445
1 38.81 3881 111.562 13.184 3.521 1.062 0.781 0.308 1.869 -5.633 -2.611
1 38.82 3882 112.179 13.592 3.726 1.078 0.712 0.357 1.645 -6.925 4.908
1 38.83 3883 112.797 13.985 4.008 1.078 0.686 0.493 -0.033 -2.613 13.559
1 38.84 3884 113.130 14.371 4.457 0.582 0.675 0.783 -49.629 -1.114 29.027
1 38.85 3885 113.736 14.785 4.753 1.057 0.723 0.517 47.543 4.848 -26.633
1 38.86 3886 115.164 15.548 5.253 2.493 1.330 0.872 143.538 60.726 35.459
1 38.87 3887 115.741 15.908 5.567 1.006 0.630 0.549 -148.618 -70.071 -32.271
1 38.88 3888 116.320 16.246 5.869 1.011 0.589 0.528 0.420 -4.049 -2.136
1 38.89 3889 116.894 16.598 6.157 1.002 0.615 0.502 -0.854 2.545 -2.542
1 38.90 3890 117.458 16.965 6.415 0.985 0.640 0.450 -1.700 2.522 -5.221
1 38.91 3891 117.797 17.323 6.720 0.591 0.625 0.533 -39.413 -1.503 8.340
1 38.92 3892 118.353 17.641 7.024 0.970 0.556 0.530 37.897 -6.921 -0.365
1 38.93 3893 119.628 18.205 7.494 2.227 0.985 0.821 125.675 42.906 29.154
1 38.94 3894 120.126 18.482 7.729 0.868 0.483 0.409 -135.868 -50.143 -41.196
1 38.95 3895 120.614 18.769 7.907 0.852 0.502 0.312 -1.547 1.834 -9.726
1 38.96 3896 121.093 19.023 8.042 0.836 0.442 0.235 -1.647 -5.931 -7.709
1 38.97 3897 121.547 19.232 8.185 0.793 0.365 0.249 -4.289 -7.764 1.438
1 38.98 3898 121.998 19.415 8.334 0.787 0.320 0.260 -0.596 -4.494 1.093
1 38.99 3899 122.292 19.520 8.486 0.513 0.184 0.266 -27.421 -13.580 0.535
1 39.00 3900 123.287 19.720 8.753 1.736 0.349 0.466 122.271 16.543 20.025
1 39.01 3901 123.698 19.743 8.811 0.719 0.040 0.102 -101.688 -30.951 -36.411
1 39.02 3902 124.107 19.726 8.850 0.713 -0.030 0.067 -0.591 -6.967 -3.428
1 39.03 3903 124.506 19.738 8.860 0.697 0.020 0.019 -1.628 5.033 -4.883
1 39.04 3904 124.898 19.800 8.834 0.684 0.109 -0.046 -1.249 8.811 -6.464
1 39.05 3905 125.257 19.862 8.809 0.627 0.108 -0.043 -5.665 -0.056 0.350
1 39.06 3906 125.471 19.912 8.806 0.373 0.088 -0.006 -25.461 -2.036 3.612
1 39.07 3907 125.725 19.987 8.945 0.443 0.132 0.242 7.062 4.426 24.881
1 39.08 3908 126.238 20.137 9.318 0.895 0.262 0.652 45.164 12.975 40.975
1 39.09 3909 126.368 20.172 9.579 0.228 0.060 0.455 -66.719 -20.120 -19.720
1 39.10 3910 126.457 20.195 9.871 0.154 0.040 0.510 -7.360 -2.066 5.522
1 39.11 3911 126.520 20.208 10.169 0.110 0.023 0.520 -4.468 -1.672 0.958
1 39.12 3912 126.573 20.220 10.461 0.093 0.022 0.510 -1.702 -0.134 -1.001
1 39.13 3913 126.538 20.234 10.769 -0.060 0.024 0.538 -15.237 0.258 2.875
1 39.14 3914 126.585 20.279 11.005 0.082 0.077 0.411 14.150 5.318 -12.746
1 39.15 3915 126.699 20.372 11.391 0.199 0.162 0.674 11.690 8.475 26.348
1 39.16 3916 126.708 20.407 11.528 0.016 0.063 0.239 -18.272 -9.962 -43.540
1 39.17 3917 126.707 20.436 11.662 -0.002 0.049 0.234 -1.826 -1.335 -0.551
1 39.18 3918 126.687 20.468 11.786 -0.034 0.057 0.217 -3.204 0.773 -1.686
1 39.19 3919 126.677 20.512 11.881 -0.017 0.076 0.166 1.755 1.898 -5.078
1 39.20 3920 126.649 20.559 12.027 -0.049 0.083 0.255 -3.221 0.696 8.869
1 39.21 3921 126.645 20.576 12.116 -0.007 0.029 0.155 4.234 -5.366 -9.921
1 39.22 3922 126.625 20.563 12.232 -0.035 -0.023 0.203 -2.782 -5.225 4.759
1 39.23 3923 126.632 20.565 12.258 0.012 0.004 0.045 4.673 2.663 -15.786
1 39.24 3924 126.653 20.581 12.243 0.037 0.028 -0.027 2.470 2.403 -7.203
1 39.25 3925 126.676 20.602 12.229 0.039 0.036 -0.024 0.198 0.807 0.339
1 39.26 3926 126.698 20.642 12.197 0.040 0.072 -0.057 0.093 3.574 -3.302
1 39.27 3927 126.721 20.678 12.140 0.040 0.061 -0.099 0.026 -1.037 -4.239
1 39.28 3928 126.780 20.777 11.984 0.103 0.174 -0.272 6.280 11.267 -17.335
1 39.29 3929 126.798 20.771 11.997 0.031 -0.011 0.022 -7.150 -18.464 29.395
1 39.30 3930 126.753 20.689 12.153 -0.079 -0.143 0.273 -11.015 -13.202 25.158
1 39.31 3931 126.732 20.660 12.220 -0.036 -0.051 0.117 4.287 9.200 -15.614
1 39.32 3932 126.712 20.616 12.269 -0.036 -0.076 0.085 0.029 -2.489 -3.188
1 39.33 3933 126.704 20.579 12.276 -0.014 -0.066 0.011 2.182 0.989 -7.384
1 39.34 3934 126.708 20.535 12.241 0.007 -0.077 -0.060 2.100 -1.069 -7.164
1 39.35 3935 126.852 20.410 12.188 0.252 -0.218 -0.093 24.505 -14.163 -3.245
1 39.36 3936 126.893 20.337 12.054 0.071 -0.127 -0.234 -18.086 9.136 -14.150
1 39.37 3937 126.811 20.242 11.801 -0.144 -0.167 -0.441 -21.489 -4.001 -20.640
1 39.38 3938 126.820 20.157 11.635 0.016 -0.147 -0.291 15.979 1.986 14.963
1 39.39 3939 126.794 20.062 11.491 -0.046 -0.166 -0.251 -6.218 -1.899 4.017
1 39.40 3940 126.756 19.978 11.362 -0.067 -0.147 -0.225 -2.098 1.873 2.568
1 39.41 3941 126.702 19.896 11.233 -0.093 -0.143 -0.224 -2.615 0.413 0.076
1 39.42 3942 126.801 19.815 11.052 0.172 -0.141 -0.317 26.495 0.165 -9.246
1 39.43 3943 126.752 19.759 10.925 -0.085 -0.098 -0.222 -25.716 4.354 9.532
1 39.44 3944 126.448 19.579 10.821 -0.530 -0.314 -0.181 -44.479 -21.615 4.005
1 39.45 3945 126.366 19.484 10.731 -0.144 -0.165 -0.157 38.602 14.879 2.463
1 39.46 3946 126.267 19.374 10.659 -0.172 -0.193 -0.126 -2.830 -2.770 3.099
