DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT
            TIME	TIME	ANG_X	ANG_Y	ANG_Z	VEL_X	VEL_Y	VEL_Z	ACC_X	ACC_Y	ACC_Z
            FRAME_NUMBERS	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
            ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
1 17.50 1750 162.440 -55.644 160.490 0.506 -4.053 -0.498 57.542 9.381 76.160
1 17.51 1751 162.968 -57.888 160.509 0.922 -3.917 0.032 41.559 13.607 53.008
1 17.52 1752 162.835 -59.964 159.889 -0.233 -3.623 -1.081 -115.466 29.432 -111.296
1 17.53 1753 152.357 -63.774 148.742 -18.286 -6.650 -19.455 -1805.370 -302.678 -1837.423
1 17.54 1754 140.766 -65.132 136.786 -20.231 -2.369 -20.868 -194.435 428.054 -141.308
1 17.55 1755 128.136 -66.141 123.799 -22.043 -1.762 -22.665 -181.222 60.765 -179.706
1 17.56 1756 101.466 -67.177 96.864 -46.549 -1.809 -47.012 -2450.606 -4.687 -2434.651
1 17.57 1757 58.916 -67.448 54.003 -74.264 -0.472 -74.806 -2771.477 133.609 -2779.424
1 17.58 1758 23.197 -66.478 17.865 -62.341 1.693 -63.072 1192.285 216.508 1173.397
1 17.59 1759 4.913 -64.926 -0.842 -31.911 2.708 -32.651 3042.961 101.575 3042.120
1 17.60 1760 -11.463 -61.405 -17.858 -28.581 6.146 -29.697 333.057 343.771 295.343
1 17.61 1761 -14.731 -59.755 -21.458 -5.704 2.880 -6.284 2287.698 -326.585 2341.329
1 17.62 1762 -17.063 -58.502 -24.173 -4.071 2.186 -4.738 163.257 -69.464 154.575
1 17.63 1763 -16.261 -57.126 -23.618 1.400 2.403 0.969 547.153 21.707 570.767
1 17.64 1764 -13.741 -55.834 -21.294 4.398 2.254 4.057 299.773 -14.908 308.735
1 17.65 1765 -10.091 -54.531 -17.770 6.370 2.275 6.150 197.246 2.162 209.342
1 17.66 1766 -5.948 -53.070 -13.684 7.232 2.549 7.132 86.138 27.405 98.180
1 17.67 1767 -2.031 -51.434 -9.765 6.836 2.855 6.840 -39.575 30.566 -29.193
1 17.68 1768 3.545 -47.706 -4.222 9.731 6.507 9.674 289.507 365.198 283.399
1 17.69 1769 4.778 -45.446 -3.297 2.152 3.945 1.615 -757.880 -256.211 -805.883
1 17.70 1770 5.405 -43.327 -2.861 1.094 3.698 0.760 -105.817 -24.714 -85.461
1 17.71 1771 5.381 -41.250 -3.056 -0.041 3.625 -0.339 -113.523 -7.262 -109.982
1 17.72 1772 4.936 -39.267 -3.601 -0.777 3.462 -0.952 -73.585 -16.283 -61.215
1 17.73 1773 4.230 -37.384 -4.347 -1.233 3.285 -1.302 -45.637 -17.676 -35.079
1 17.74 1774 3.413 -35.548 -5.169 -1.425 3.206 -1.435 -19.179 -7.988 -13.243
1 17.75 1775 2.087 -31.644 -6.667 -2.315 6.813 -2.614 -89.014 360.719 -117.884
1 17.76 1776 1.262 -29.531 -7.370 -1.439 3.688 -1.227 87.610 -312.474 138.683
1 17.77 1777 0.724 -27.220 -8.029 -0.939 4.034 -1.150 49.985 34.617 7.674
1 17.78 1778 0.299 -24.768 -8.609 -0.741 4.278 -1.013 19.801 24.413 13.739
1 17.79 1779 0.078 -22.234 -9.046 -0.386 4.423 -0.763 35.528 14.437 25.016
1 17.80 1780 -0.018 -19.622 -9.401 -0.167 4.559 -0.621 21.855 13.610 14.185
1 17.81 1781 -0.014 -16.974 -9.645 0.006 4.622 -0.425 17.347 6.303 19.544
1 17.82 1782 0.415 -12.142 -9.602 0.749 8.434 0.075 74.333 381.216 50.036
1 17.83 1783 0.657 -9.622 -9.454 0.422 4.398 0.259 -32.697 -403.615 18.354
1 17.84 1784 0.818 -6.934 -9.316 0.281 4.692 0.239 -14.115 29.438 -1.929
1 17.85 1785 1.096 -4.756 -9.073 0.486 3.801 0.425 20.461 -89.118 18.538
1 17.86 1786 1.367 -2.744 -8.871 0.473 3.512 0.352 -1.316 -28.940 -7.232
1 17.87 1787 1.646 -0.884 -8.721 0.487 3.247 0.262 1.419 -26.480 -9.064
1 17.88 1788 1.904 0.789 -8.629 0.450 2.918 0.161 -3.733 -32.845 -10.060
1 17.89 1789 2.104 2.251 -8.609 0.348 2.553 0.035 -10.111 -36.588 -12.596
1 17.90 1790 2.421 4.757 -8.586 0.553 4.374 0.039 20.485 182.160 0.365
1 17.91 1791 2.698 5.376 -8.550 0.485 1.081 0.063 -6.877 -329.358 2.451
1 17.92 1792 2.952 6.056 -8.408 0.442 1.187 0.247 -4.207 10.615 18.371
1 17.93 1793 3.164 6.565 -8.219 0.370 0.887 0.330 -7.260 -29.921 8.260
1 17.94 1794 3.305 6.926 -8.000 0.247 0.630 0.384 -12.240 -25.699 5.398
1 17.95 1795 3.367 7.052 -7.780 0.108 0.219 0.383 -13.979 -41.099 -0.104
1 17.96 1796 3.368 6.959 -7.602 0.002 -0.162 0.312 -10.559 -38.130 -7.094
1 17.97 1797 3.383 6.982 -7.078 0.025 0.041 0.915 2.299 20.293 60.287
1 17.98 1798 3.324 6.234 -7.865 -0.102 -1.306 -1.373 -12.724 -134.761 -228.803
1 17.99 1799 3.238 5.842 -8.295 -0.150 -0.684 -0.752 -4.737 62.293 62.153
1 18.00 1800 3.146 5.384 -8.842 -0.162 -0.800 -0.954 -1.243 -11.646 -20.170
1 18.01 1801 3.086 4.850 -9.398 -0.103 -0.932 -0.971 5.896 -13.202 -1.709
1 18.02 1802 3.094 4.279 -9.867 0.014 -0.996 -0.819 11.697 -6.437 15.208
1 18.03 1803 3.177 3.725 -10.200 0.145 -0.967 -0.581 13.070 2.914 23.734
1 18.04 1804 3.211 3.103 -10.808 0.058 -1.085 -1.061 -8.646 -11.781 -47.951
1 18.05 1805 3.343 2.744 -10.872 0.231 -0.627 -0.112 17.236 45.784 94.919
1 18.06 1806 3.625 2.497 -10.492 0.493 -0.430 0.662 26.255 19.739 77.347
1 18.07 1807 3.743 2.480 -10.310 0.205 -0.029 0.318 -28.798 40.049 -34.395
1 18.08 1808 3.876 2.519 -10.061 0.232 0.067 0.435 2.656 9.610 11.704
1 18.09 1809 4.019 2.585 -9.786 0.250 0.116 0.480 1.793 4.937 4.496
1 18.10 1810 4.153 2.680 -9.477 0.234 0.165 0.540 -1.588 4.921 6.040
1 18.11 1811 4.274 2.785 -9.150 0.212 0.184 0.569 -2.173 1.883 2.900
1 18.12 1812 4.458 2.803 -8.726 0.321 0.030 0.741 10.864 -15.428 17.191
1 18.13 1813 4.497 2.961 -8.213 0.068 0.277 0.895 -25.250 24.725 15.361
1 18.14 1814 4.508 2.942 -7.929 0.020 -0.033 0.495 -4.809 -31.045 -40.015
1 18.15 1815 4.490 2.893 -7.678 -0.032 -0.085 0.438 -5.235 -5.210 -5.621
1 18.16 1816 4.434 2.825 -7.468 -0.098 -0.120 0.366 -6.580 -3.435 -7.235
1 18.17 1817 4.332 2.747 -7.328 -0.178 -0.136 0.245 -8.001 -1.601 -12.120
1 18.18 1818 4.207 2.658 -7.241 -0.217 -0.154 0.153 -3.916 -1.841 -9.212
1 18.19 1819 4.114 2.344 -7.053 -0.163 -0.549 0.327 5.465 -39.520 17.463
1 18.20 1820 3.874 2.194 -7.297 -0.418 -0.262 -0.427 -25.561 28.775 -75.416
1 18.21 1821 3.775 1.983 -7.431 -0.173 -0.367 -0.234 24.509 -10.566 19.315
1 18.22 1822 3.698 1.761 -7.584 -0.135 -0.388 -0.266 3.823 -2.050 -3.216
1 18.23 1823 3.625 1.514 -7.780 -0.127 -0.430 -0.342 0.769 -4.232 -7.666
1 18.24 1824 3.560 1.249 -7.983 -0.112 -0.464 -0.356 1.474 -3.342 -1.328
1 18.25 1825 3.508 0.964 -8.172 -0.091 -0.498 -0.328 2.136 -3.394 2.740
1 18.26 1826 3.436 0.275 -8.573 -0.126 -1.202 -0.701 -3.532 -70.422 -37.290
1 18.27 1827 3.429 -0.066 -8.643 -0.013 -0.595 -0.122 11.363 60.683 57.873
1 18.28 1828 3.439 -0.309 -8.354 0.018 -0.425 0.506 3.083 16.980 62.795
1 18.29 1829 3.442 -0.667 -8.228 0.005 -0.625 0.220 -1.266 -19.980 -28.524
1 18.30 1830 3.457 -1.053 -8.039 0.026 -0.674 0.330 2.103 -4.910 10.948
1 18.31 1831 3.470 -1.470 -7.832 0.022 -0.727 0.362 -0.463 -5.254 3.178
1 18.32 1832 3.468 -1.922 -7.661 -0.003 -0.790 0.298 -2.461 -6.333 -6.355
1 18.33 1833 3.444 -2.413 -7.542 -0.042 -0.856 0.208 -3.907 -6.587 -9.018
1 18.34 1834 3.291 -3.677 -7.747 -0.266 -2.207 -0.358 -22.422 -135.119 -56.590
1 18.35 1835 3.238 -4.296 -7.583 -0.093 -1.080 0.285 17.355 112.681 64.345
1 18.36 1836 3.114 -5.097 -7.713 -0.217 -1.398 -0.226 -12.419 -31.778 -51.179
1 18.37 1837 2.962 -6.027 -7.876 -0.266 -1.623 -0.284 -4.918 -22.491 -5.802
1 18.38 1838 2.803 -7.043 -8.057 -0.277 -1.774 -0.316 -1.093 -15.114 -3.130
1 18.39 1839 2.647 -8.124 -8.221 -0.273 -1.886 -0.286 0.438 -11.222 3.025
1 18.40 1840 2.509 -9.262 -8.365 -0.240 -1.986 -0.252 3.202 -10.012 3.383
1 18.41 1841 2.261 -11.626 -8.513 -0.433 -4.126 -0.259 -19.295 -213.950 -0.767
1 18.42 1842 2.103 -13.039 -8.520 -0.275 -2.467 -0.011 15.818 165.832 24.787
1 18.43 1843 1.900 -14.475 -8.588 -0.354 -2.505 -0.119 -7.901 -3.724 -10.757
1 18.44 1844 1.665 -16.014 -8.753 -0.411 -2.686 -0.287 -5.703 -18.170 -16.843
1 18.45 1845 1.396 -17.641 -9.041 -0.469 -2.840 -0.503 -5.795 -15.344 -21.570
1 18.46 1846 1.116 -19.320 -9.392 -0.487 -2.931 -0.612 -1.809 -9.085 -10.858
1 18.47 1847 0.802 -21.047 -9.750 -0.548 -3.014 -0.626 -6.093 -8.342 -1.412
1 18.48 1848 0.104 -24.594 -10.291 -1.219 -6.191 -0.944 -67.049 -317.678 -31.770
1 18.49 1849 -0.012 -26.673 -10.256 -0.203 -3.628 0.061 101.619 256.288 100.416
1 18.50 1850 -0.110 -28.699 -10.180 -0.171 -3.537 0.133 3.183 9.126 7.267
1 18.51 1851 -0.082 -30.766 -9.956 0.048 -3.608 0.391 21.901 -7.101 25.804
1 18.52 1852 0.024 -32.869 -9.669 0.185 -3.670 0.501 13.669 -6.192 11.007
1 18.53 1853 0.090 -35.002 -9.482 0.116 -3.723 0.326 -6.907 -5.354 -17.494
1 18.54 1854 0.033 -37.157 -9.471 -0.101 -3.762 0.018 -21.641 -3.859 -30.855
1 18.55 1855 -0.214 -39.316 -9.681 -0.431 -3.768 -0.367 -33.050 -0.638 -38.460
1 18.56 1856 -1.119 -43.682 -10.411 -1.580 -7.619 -1.273 -114.858 -385.080 -90.631
1 18.57 1857 -1.626 -45.920 -10.780 -0.884 -3.906 -0.644 69.599 371.314 62.892
1 18.58 1858 -2.096 -48.220 -11.049 -0.822 -4.016 -0.470 6.180 -10.966 17.439
1 18.59 1859 -2.490 -50.571 -11.207 -0.687 -4.102 -0.275 13.528 -8.649 19.427
1 18.60 1860 -2.817 -52.947 -11.246 -0.570 -4.147 -0.069 11.627 -4.492 20.690
1 18.61 1861 -3.027 -55.363 -11.071 -0.367 -4.216 0.306 20.317 -6.945 37.430
1 18.62 1862 -3.230 -57.791 -10.866 -0.354 -4.238 0.358 1.314 -2.155 5.237
1 18.63 1863 -5.221 -62.679 -12.164 -3.476 -8.531 -2.266 -312.156 -429.358 -262.364
1 18.64 1864 -7.761 -64.713 -14.160 -4.433 -3.551 -3.483 -95.714 498.097 -121.778
1 18.65 1865 -15.587 -66.784 -21.585 -13.659 -3.614 -12.959 -922.627 -6.377 -947.581
1 18.66 1866 -45.415 -68.572 -50.961 -52.060 -3.121 -51.272 -3840.150 49.298 -3831.294
1 18.67 1867 -135.713 -68.457 -140.755 -157.599 0.201 -156.719 -10553.874 332.232 -10544.669
1 18.68 1868 -162.022 -66.711 -166.481 -45.918 3.048 -44.900 11168.090 284.691 11181.836
1 18.69 1869 -171.498 -64.757 -175.313 -16.538 3.411 -15.416 2938.027 36.289 2948.480
1 18.70 1870 179.469 -60.320 176.724 612.552 7.743 614.421 62909.027 433.246 62983.688
1 18.71 1871 174.330 -58.710 172.489 -8.969 2.811 -7.392 -62152.160 -493.271 -62181.324
1 18.72 1872 171.681 -56.773 170.397 -4.623 3.381 -3.652 434.589 57.001 374.033
1 18.73 1873 170.328 -54.813 169.576 -2.360 3.421 -1.432 226.309 4.003 221.987
1 18.74 1874 169.418 -52.908 169.231 -1.589 3.324 -0.603 77.152 -9.637 82.872
1 18.75 1875 168.575 -50.985 169.006 -1.471 3.357 -0.392 11.780 3.285 21.083
1 18.76 1876 167.892 -49.025 168.952 -1.192 3.421 -0.094 27.895 6.435 29.826
1 18.77 1877 167.473 -47.075 169.126 -0.733 3.402 0.303 45.953 -1.903 39.735
1 18.78 1878 167.661 -42.902 170.294 0.328 7.283 2.039 106.070 388.066 173.526
1 18.79 1879 167.537 -41.611 170.997 -0.215 2.253 1.227 -54.321 -503.001 -81.170
1 18.80 1880 167.489 -39.915 171.631 -0.085 2.961 1.105 13.011 70.748 -12.164
1 18.81 1881 167.425 -38.280 172.300 -0.110 2.855 1.168 -2.525 -10.595 6.237
1 18.82 1882 167.318 -36.672 172.916 -0.188 2.806 1.076 -7.818 -4.815 -9.170
1 18.83 1883 167.029 -34.950 173.231 -0.503 3.005 0.549 -31.505 19.904 -52.722
1 18.84 1884 166.482 -33.253 173.223 -0.955 2.961 -0.013 -45.202 -4.487 -56.131
1 18.85 1885 165.321 -29.525 172.859 -2.026 6.507 -0.636 -107.083 354.633 -62.356
1 18.86 1886 164.457 -28.266 172.685 -1.507 2.198 -0.304 51.939 -430.860 33.257
1 18.87 1887 163.696 -26.575 172.407 -1.328 2.951 -0.485 17.843 75.267 -18.125
1 18.88 1888 162.996 -24.917 172.163 -1.222 2.893 -0.426 10.691 -5.797 5.891
1 18.89 1889 162.419 -23.332 172.040 -1.007 2.767 -0.215 21.443 -12.609 21.057
1 18.90 1890 162.013 -21.844 172.196 -0.708 2.597 0.272 29.905 -16.947 48.754
1 18.91 1891 161.714 -20.486 172.530 -0.522 2.369 0.583 18.568 -22.833 31.047
1 18.92 1892 161.432 -17.690 173.502 -0.492 4.880 1.697 3.064 251.066 111.387
1 18.93 1893 161.170 -16.599 173.940 -0.458 1.905 0.764 3.335 -297.435 -93.250
1 18.94 1894 160.799 -16.016 174.323 -0.647 1.018 0.669 -18.840 -88.773 -9.489
1 18.95 1895 160.648 -15.044 174.783 -0.263 1.696 0.803 38.383 67.813 13.351
1 18.96 1896 160.471 -14.098 175.175 -0.309 1.650 0.684 -4.613 -4.559 -11.885
1 18.97 1897 160.249 -13.174 175.503 -0.389 1.613 0.573 -7.951 -3.743 -11.082
1 18.98 1898 160.007 -12.287 175.798 -0.422 1.549 0.515 -3.302 -6.341 -5.813
1 18.99 1899 159.708 -11.447 176.058 -0.522 1.465 0.453 -10.009 -8.410 -6.239
1 19.00 1900 159.008 -9.971 176.577 -1.222 2.577 0.907 -70.038 111.156 45.450
1 19.01 1901 158.660 -9.426 176.930 -0.608 0.950 0.616 61.450 -162.645 -29.092
1 19.02 1902 158.357 -9.056 177.379 -0.529 0.645 0.783 7.842 -30.497 16.646
1 19.03 1903 158.120 -8.877 177.979 -0.412 0.314 1.047 11.690 -33.171 26.460
1 19.04 1904 157.944 -8.863 178.629 -0.308 0.024 1.134 10.400 -28.964 8.726
1 19.05 1905 157.824 -8.948 179.223 -0.208 -0.150 1.036 9.983 -17.361 -9.806
1 19.06 1906 157.740 -9.099 179.697 -0.146 -0.263 0.828 6.206 -11.387 -20.814
1 19.07 1907 157.639 -9.120 -179.848 -0.178 -0.036 -627.525 -3.130 22.747 -62835.336
1 19.08 1908 157.788 -9.521 -179.219 0.261 -0.700 1.099 43.888 -66.442 62862.375
1 19.09 1909 157.818 -9.643 -179.035 0.052 -0.213 0.321 -20.909 48.738 -77.763
1 19.10 1910 157.950 -9.724 -178.900 0.231 -0.141 0.236 17.877 7.237 -8.495
1 19.11 1911 158.142 -9.763 -178.828 0.334 -0.068 0.125 10.340 7.257 -11.101
1 19.12 1912 158.349 -9.773 -178.892 0.362 -0.017 -0.111 2.794 5.089 -23.615
1 19.13 1913 158.552 -9.764 -179.065 0.354 0.016 -0.302 -0.846 3.295 -19.069
1 19.14 1914 158.873 -9.908 -179.286 0.560 -0.252 -0.387 20.618 -26.818 -8.502
1 19.15 1915 159.042 -9.809 -179.828 0.296 0.173 -0.946 -26.374 42.521 -55.892
1 19.16 1916 159.117 -9.847 179.931 0.130 -0.065 627.899 -16.630 -23.820 62884.457
1 19.17 1917 159.181 -9.913 179.773 0.111 -0.116 -0.277 -1.867 -5.088 -62817.586
1 19.18 1918 159.227 -10.009 179.669 0.080 -0.167 -0.180 -3.104 -5.103 9.656
1 19.19 1919 159.273 -10.118 179.623 0.081 -0.190 -0.081 0.134 -2.239 9.902
1 19.20 1920 159.311 -10.228 179.623 0.065 -0.193 0.001 -1.640 -0.325 8.230
1 19.21 1921 159.340 -10.316 179.616 0.052 -0.154 -0.012 -1.290 3.939 -1.261
1 19.22 1922 159.427 -10.463 179.630 0.152 -0.256 0.024 9.947 -10.198 3.605
1 19.23 1923 159.445 -10.504 179.596 0.031 -0.072 -0.059 -12.074 18.371 -8.357
1 19.24 1924 159.449 -10.524 179.516 0.007 -0.035 -0.140 -2.358 3.696 -8.109
1 19.25 1925 159.452 -10.543 179.434 0.006 -0.034 -0.142 -0.169 0.096 -0.169
1 19.26 1926 159.462 -10.572 179.369 0.017 -0.050 -0.114 1.135 -1.603 2.799
1 19.27 1927 159.494 -10.623 179.323 0.056 -0.089 -0.081 3.886 -3.904 3.295
1 19.28 1928 159.545 -10.695 179.293 0.088 -0.126 -0.052 3.252 -3.700 2.911
1 19.29 1929 159.641 -10.930 179.123 0.168 -0.410 -0.297 7.958 -28.406 -24.467
1 19.30 1930 159.689 -11.079 178.964 0.083 -0.262 -0.277 -8.509 14.849 1.929
1 19.31 1931 159.727 -11.256 178.740 0.066 -0.308 -0.391 -1.647 -4.689 -11.342
1 19.32 1932 159.734 -11.466 178.452 0.012 -0.365 -0.503 -5.410 -5.709 -11.215
1 19.33 1933 159.765 -11.747 178.144 0.054 -0.492 -0.537 4.172 -12.622 -3.388
1 19.34 1934 159.782 -12.080 177.821 0.030 -0.581 -0.565 -2.358 -8.965 -2.792
1 19.35 1935 159.765 -12.443 177.444 -0.029 -0.633 -0.657 -5.953 -5.201 -9.201
1 19.36 1936 159.683 -13.279 176.726 -0.144 -1.459 -1.254 -11.466 -82.569 -59.693
1 19.37 1937 159.607 -13.756 176.345 -0.133 -0.831 -0.665 1.047 62.782 58.908
1 19.38 1938 159.530 -14.272 176.027 -0.133 -0.902 -0.556 -0.012 -7.085 10.898
1 19.39 1939 159.473 -14.840 175.763 -0.101 -0.991 -0.461 3.264 -8.915 9.501
1 19.40 1940 159.482 -15.470 175.573 0.016 -1.100 -0.331 11.723 -10.830 12.963
1 19.41 1941 159.561 -16.174 175.412 0.137 -1.229 -0.282 12.071 -12.931 4.892
1 19.42 1942 159.692 -16.964 175.283 0.230 -1.378 -0.225 9.270 -14.917 5.722
1 19.43 1943 159.884 -17.836 175.206 0.334 -1.522 -0.134 10.450 -14.436 9.086
1 19.44 1944 160.320 -19.807 175.000 0.761 -3.440 -0.359 42.627 -191.714 -22.533
1 19.45 1945 160.542 -20.885 174.777 0.387 -1.882 -0.389 -37.341 155.759 -3.016
1 19.46 1946 160.739 -22.027 174.483 0.345 -1.992 -0.514 -4.263 -11.035 -12.488
1 19.47 1947 160.819 -23.189 174.048 0.140 -2.029 -0.758 -20.430 -3.691 -24.390
1 19.48 1948 160.815 -24.348 173.492 -0.007 -2.022 -0.971 -14.770 0.702 -21.276
1 19.49 1949 160.793 -25.541 172.907 -0.039 -2.083 -1.020 -3.209 -6.061 -4.914
1 19.50 1950 160.775 -26.771 172.339 -0.030 -2.146 -0.992 0.932 -6.278 2.780
1 19.51 1951 160.899 -29.475 171.395 0.216 -4.720 -1.646 24.652 -257.449 -65.398
1 19.52 1952 161.105 -31.038 171.058 0.359 -2.728 -0.589 14.286 199.202 105.755
1 19.53 1953 161.375 -32.728 170.792 0.471 -2.950 -0.465 11.208 -22.188 12.417
1 19.54 1954 161.693 -34.543 170.566 0.555 -3.167 -0.394 8.404 -21.704 7.019
1 19.55 1955 161.995 -36.461 170.272 0.526 -3.349 -0.513 -2.911 -18.175 -11.811
1 19.56 1956 162.267 -38.480 169.880 0.475 -3.523 -0.685 -5.100 -17.431 -17.259
1 19.57 1957 162.320 -40.584 169.148 0.092 -3.673 -1.277 -38.335 -15.038 -59.226
1 19.58 1958 160.924 -44.988 166.068 -2.436 -7.686 -5.375 -252.790 -401.233 -409.720
1 19.59 1959 159.581 -47.439 163.295 -2.344 -4.278 -4.841 9.203 340.809 53.346
1 19.60 1960 157.815 -49.692 160.583 -3.082 -3.932 -4.733 -73.781 34.559 10.827
1 19.61 1961 156.253 -51.836 158.243 -2.726 -3.742 -4.085 35.598 18.964 64.812
1 19.62 1962 155.163 -53.948 156.532 -1.903 -3.687 -2.986 82.281 5.572 109.851
1 19.63 1963 154.792 -55.972 155.616 -0.649 -3.532 -1.598 125.444 15.466 138.869
1 19.64 1964 155.036 -57.818 155.346 0.427 -3.222 -0.471 107.520 30.955 112.634
1 19.65 1965 155.109 -59.419 154.872 0.128 -2.794 -0.827 -29.850 42.826 -35.622
1 19.66 1966 150.902 -61.971 149.686 -7.344 -4.453 -9.052 -747.206 -165.870 -822.489
1 19.67 1967 146.463 -63.001 144.909 -7.747 -1.798 -8.336 -40.271 265.486 71.583
1 19.68 1968 140.246 -63.963 138.424 -10.852 -1.678 -11.318 -310.507 11.967 -298.161
1 19.69 1969 131.548 -64.993 129.485 -15.180 -1.798 -15.602 -432.861 -12.013 -428.348
1 19.70 1970 118.485 -66.126 116.152 -22.799 -1.978 -23.271 -761.846 -17.912 -766.938
1 19.71 1971 94.837 -67.035 92.180 -41.274 -1.587 -41.839 -1847.484 39.065 -1856.798
1 19.72 1972 59.049 -67.127 56.012 -62.463 -0.159 -63.125 -2118.900 142.797 -2128.645
1 19.73 1973 16.327 -64.584 12.414 -74.563 4.437 -76.094 -1210.047 459.625 -1296.829
1 19.74 1974 9.789 -62.846 5.400 -11.412 3.034 -12.240 6315.152 -140.332 6385.348
1 19.75 1975 6.806 -61.055 1.945 -5.206 3.126 -6.031 620.597 9.199 620.940
1 19.76 1976 5.478 -59.317 0.262 -2.317 3.034 -2.937 288.825 -9.212 309.350
1 19.77 1977 5.155 -57.705 -0.266 -0.565 2.812 -0.921 175.229 -22.138 201.583
1 19.78 1978 5.277 -56.242 -0.230 0.213 2.554 0.063 77.828 -25.812 98.474
1 19.79 1979 5.558 -54.864 0.024 0.491 2.404 0.443 27.783 -15.007 37.934
1 19.80 1980 5.972 -51.981 0.400 0.722 5.033 0.657 23.142 262.852 21.393
1 19.81 1981 5.711 -50.346 0.125 -0.456 2.853 -0.480 -117.867 -218.010 -113.675
1 19.82 1982 5.018 -48.523 -0.582 -1.209 3.183 -1.233 -75.284 32.995 -75.314
1 19.83 1983 3.991 -46.511 -1.606 -1.793 3.510 -1.787 -58.397 32.787 -55.388
1 19.84 1984 2.737 -44.346 -2.924 -2.188 3.779 -2.301 -39.516 26.813 -51.389
1 19.85 1985 1.341 -42.042 -4.524 -2.436 4.022 -2.792 -24.821 24.316 -49.066
1 19.86 1986 0.017 -39.862 -6.152 -2.312 3.806 -2.841 12.474 -21.598 -4.972
1 19.87 1987 -1.056 -37.771 -7.610 -1.871 3.649 -2.546 44.050 -15.649 29.549
1 19.88 1988 -2.292 -33.957 -9.353 -2.159 6.657 -3.041 -28.765 300.766 -49.498
1 19.89 1989 -2.514 -32.343 -9.663 -0.386 2.816 -0.541 177.243 -384.085 249.974
1 19.90 1990 -2.501 -30.860 -9.733 0.022 2.588 -0.123 40.886 -22.783 41.838
1 19.91 1991 -2.231 -29.396 -9.609 0.472 2.556 0.217 44.909 -3.233 33.942
1 19.92 1992 -1.863 -27.833 -9.466 0.642 2.727 0.250 17.032 17.122 3.316
1 19.93 1993 -1.498 -26.147 -9.404 0.637 2.943 0.108 -0.508 21.557 -14.169
1 19.94 1994 -1.249 -24.269 -9.504 0.434 3.279 -0.174 -20.265 33.590 -28.249
1 19.95 1995 -1.030 -20.006 -9.999 0.382 7.439 -0.863 -5.190 416.050 -68.862
1 19.96 1996 -1.009 -17.666 -10.281 0.036 4.085 -0.493 -34.600 -335.405 36.981
1 19.97 1997 -0.995 -15.245 -10.547 0.025 4.224 -0.464 -1.137 13.942 2.958
1 19.98 1998 -0.958 -12.776 -10.749 0.065 4.310 -0.353 3.985 8.554 11.059
1 19.99 1999 -0.852 -10.290 -10.849 0.186 4.338 -0.174 12.091 2.848 17.920
1 20.00 2000 -0.660 -7.818 -10.847 0.334 4.314 0.003 14.849 -2.428 17.678
1 20.01 2001 -0.406 -5.363 -10.787 0.443 4.285 0.105 10.911 -2.909 10.257
1 20.02 2002 0.208 -0.613 -10.619 1.073 8.291 0.293 62.925 400.552 18.715
1 20.03 2003 0.563 1.637 -10.451 0.619 3.926 0.293 -45.379 -436.451 0.073
1 20.04 2004 0.933 3.735 -10.226 0.647 3.662 0.392 2.796 -26.424 9.903
1 20.05 2005 1.296 5.628 -9.952 0.633 3.304 0.479 -1.409 -35.789 8.639
1 20.06 2006 1.626 7.289 -9.687 0.576 2.898 0.463 -5.673 -40.570 -1.584
1 20.07 2007 1.930 8.669 -9.411 0.532 2.410 0.482 -4.432 -48.843 1.876
1 20.08 2008 2.226 9.724 -9.148 0.517 1.841 0.458 -1.463 -56.878 -2.351
1 20.09 2009 2.455 9.970 -9.339 0.400 0.429 -0.333 -11.710 -141.202 -79.127
1 20.10 2010 2.808 10.731 -8.835 0.615 1.328 0.879 21.520 89.904 121.175
1 20.11 2011 2.910 10.354 -8.794 0.179 -0.658 0.072 -43.641 -198.648 -80.669
1 20.12 2012 2.970 9.904 -8.794 0.104 -0.785 0.001 -7.488 -12.682 -7.084
1 20.13 2013 2.948 9.314 -8.806 -0.038 -1.030 -0.022 -14.124 -24.455 -2.278
1 20.14 2014 2.861 8.646 -8.835 -0.151 -1.165 -0.050 -11.364 -13.535 -2.868
1 20.15 2015 2.772 8.049 -8.866 -0.155 -1.043 -0.054 -0.418 12.160 -0.354
1 20.16 2016 2.652 6.912 -9.144 -0.210 -1.984 -0.486 -5.466 -94.020 -43.211
1 20.17 2017 2.472 6.437 -9.158 -0.314 -0.829 -0.024 -10.407 115.450 46.208
1 20.18 2018 2.381 6.107 -9.280 -0.159 -0.575 -0.213 15.484 25.367 -18.894
1 20.19 2019 2.285 5.857 -9.410 -0.168 -0.437 -0.228 -0.860 13.817 -1.479
1 20.20 2020 2.181 5.501 -9.503 -0.180 -0.620 -0.162 -1.234 -18.264 6.569
1 20.21 2021 2.105 5.193 -9.553 -0.133 -0.538 -0.087 4.728 8.235 7.468
1 20.22 2022 2.061 4.944 -9.554 -0.078 -0.436 -0.002 5.506 10.186 8.534
